"VO1","VO2","VO3","VW1","VW2","VW3","VM1","VM2","VM3","SO1","SO2","SO3","SW1","SW2","SW3","SM1","SM2","SM3","QO1","QO2","QO3","QW1","QW2","QW3","QM1","QM2","QM3"
0.826539808942867,0.893263533346587,0.183846166170686,-0.421439803372942,-0.346405414955799,0.662403418007199,0.812661428839107,-0.619696740623581,0.543812378311776,1.03494088403837,-0.442132738602707,-0.256473928384849,-0.714973433034927,0.771835452449851,0.476126490062117,-1.09904423341813,0.148278614340764,1.02617025185024,0.309096870542484,1.8911549077777,0.513795790509557,2.66539158394964,1.17532489782265,1.35248078609737,0.409731895247279,2.71552784832683,1.51746209607116
-1.19616119664093,-0.848513846619906,-0.90705342478406,-0.775473899363107,-1.06069316738109,-0.451667784063393,0.521097729578766,0.294403817623762,0.757320945249151,-0.165174047459832,-1.38149954240332,0.267505540610148,-1.19703651732585,0.0804162129850847,-0.565433484368772,0.654310975317216,0.0765828123849671,0.999328078108116,-0.651797732469016,0.324966463035653,-0.003976818093976,0.249863456989593,0.976200854000556,0.991372858996918,1.08162041447176,-0.376089857668043,0.597506290097041
-1.94535837747075,-1.58710312680852,-0.503574984226747,-0.0146147732739951,-0.129397670626735,-2.17421274010226,-0.858549359290283,-0.516571809504411,-0.903790779248936,-1.96935229791422,-0.0491075980297963,0.720710569126874,0.274806335333043,-0.342466435346895,0.327834992097802,-0.0807493104021091,1.39931512119376,0.696777018825778,-1.14513389641515,-1.86504375045988,-2.79194219454651,-1.14834885230521,-0.439914787461998,-1.69821816139134,-0.131136088571302,-1.79939440706906,-1.45262197280735
-0.270637281753492,-0.630015957471502,0.665891411462497,0.171050983500381,-0.597773118797967,-0.0555329420429681,-0.0391330858193597,-0.574167647466212,-0.684151600873624,1.84594925072875,1.28437084414693,1.50458852693891,0.907884292706824,1.77461718666407,1.25205839545636,0.84283219982843,0.616859362680882,0.85938105929846,0.00513932888939606,-0.746815597462039,0.062198237978804,-0.884804157281692,-0.345438843357374,-0.611168607779076,-0.565444778940472,-0.679498742790985,-1.65816853739487
-1.76806109461754,-1.15885267260984,-0.0936775529067679,-1.53725842515987,-1.14021810005389,-0.547714175122575,-0.841024628547453,-1.6862603351116,-1.7317968933175,-0.957108988428219,-0.956144125189181,-0.977506509168559,0.520044768466544,-1.87419034205714,-1.2096602438546,-1.64707310028215,-1.17126171501912,-1.2911251958673,0.382105859938169,-0.663656894696657,-0.304256639447299,-0.909877715725092,-0.841169974337145,-0.37216220628465,-1.64772889823733,-0.845915088599393,-2.03532287803071
-0.885002738707036,-1.27194627379265,-0.766693066533415,0.249450050851741,0.251092563742309,0.550116588463322,0.0913269029988837,-0.916660421438158,-1.40186282026405,-0.405192455232421,-0.790288710062857,0.169990164471802,-1.40911565349138,-0.233410186643693,-0.42870269451711,-0.270570151501455,-0.67268842683374,0.528828044595621,-0.981610237967754,-1.13517349711894,-1.94584987260513,-1.2464402207544,-1.45967376190301,-0.125661336146417,-1.52423917579307,0.170349474671821,-0.459204705389918
-0.505789704019819,-1.04956281329367,-0.483593081518057,0.930897407795976,-0.781848998012083,-1.07389250091392,0.747825197104581,-0.919555762254773,0.481379227190215,1.13511335752673,-0.0067059233900324,1.43681361459396,-2.04013071526866,-1.8273362175196,-1.14785838305657,0.145472775133206,-0.807322832313314,0.225370282318089,-0.533148888258343,0.715313390853599,1.62739119267582,1.09145986224406,-0.604953347548987,0.441715967625744,1.65028055408144,1.38618030368169,1.53316806087927
1.72971221077474,1.01719993338432,1.68288872018688,2.70498975772102,2.03371263965764,1.53920387452941,2.02927534462411,1.88957808899799,0.84555187423898,0.965550804361407,-0.659516923775655,0.827191575205653,1.05385765729551,1.45536012668629,0.936437925565373,1.38468058242503,1.3141099052689,-0.204738126939464,0.764773408167806,2.01153030626809,1.15801431668445,1.5294462462923,1.84052297008963,2.86216362299287,1.89432230587101,1.00569861303435,1.67812505936723
-0.16761156140648,-0.595495735878494,-0.0368110292898671,-0.0177835284436121,-0.381797888259319,-0.991742037947919,-1.09022532009089,-0.206183080775278,-0.344315478475576,-1.65570208107762,-0.316878611132681,-1.46335361339657,-0.510585542563778,-0.88404567363006,-0.658964265768258,-0.199686709325071,-1.03593040936833,-1.57715093277086,-0.537284508770979,-1.53403831280063,-1.0239485682645,-1.15104670386229,-0.729190010649164,-1.69915443893454,0.0384480367669485,0.238684473917112,-0.98546741097398
0.536112404730963,0.764360139793622,0.771236698343295,0.71285188720027,0.924847112459656,-0.197563955556288,-0.0968088585830156,-0.646243191699894,0.878979721427292,0.331140559655348,-0.00275483435338841,-1.34356521156227,-1.01157158226103,1.24738172789919,0.210970264469389,-1.57232222893539,-0.147294404876826,-0.534384246392584,-1.03042993164601,-0.596039540866683,-1.13482746278957,0.287322164723818,-0.639192843366373,0.587585884303189,0.475362727800453,-1.03720439643386,-0.105721540527128
1.6115739727472,1.65053461884043,1.63380804649266,0.826985646899175,1.04490538093162,0.968664711222036,1.36382628703144,1.17907691977165,2.1674266658734,1.11926010606437,1.49463844052356,0.636319945238065,0.621696667440302,0.0912561402208425,0.351039193481912,0.845961001014528,1.65653243484118,1.52615372050547,1.07587597640171,1.02884268495087,2.17322888334554,1.02626891983951,1.06642083612513,0.988384149432469,0.459385539546099,-0.798899722292891,1.22035060594536
0.151242892690017,-0.26490024896532,0.979870335815308,0.114056499678271,0.36220846106483,0.00305925232548443,-0.228252603139246,-0.427218452631229,-0.0891109514906653,-0.257325975758291,-0.739795138220538,-0.275944555245594,0.379125291124884,-1.28962678253857,-0.13198769455098,-0.779100519279931,-1.56568519203034,-0.38634089461382,-1.45104153625899,-0.0286280847123311,1.26792999887652,0.118217391049766,-0.0431894873152173,-0.222560110602057,-1.14821385618203,-0.38421301327648,-1.19751051030109
1.59450153579,1.91675354332612,1.04162744446612,0.887799218724476,1.29938721498764,2.9265917891402,2.41207091260238,1.50421722699498,1.32163002714692,1.43437974587619,1.15693065294985,1.19295812986873,0.784819345695276,1.37898664022911,1.419326187113,1.49173974100109,1.47999322472565,1.76771890628343,2.38331459193365,1.55249199910998,0.910049584395308,1.26671934121591,1.71557406970161,2.53148116130481,1.89640145210439,1.73338050788934,2.09758822303742
